client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
1516,"Vargas, Williams and Smith",Oeste,Residencial,5772,2024-07-21,1801.05,0.19,1096.68,96
1517,Underwood and Sons,Centro,Comercial,3306,2024-02-23,1511.28,0.2,661.2,52
1518,"Avery, Bullock and Williams",Oeste,Comercial,8463,2024-02-09,841.22,0.11,930.93,1
1519,Armstrong Inc,Oeste,Residencial,2399,2024-08-02,964.14,0.11,263.89,81
1520,Harmon-Mathews,Norte,Residencial,7577,2024-08-22,1561.98,0.21,1591.1699999999998,79
1521,"Chapman, Dalton and Jones",Oeste,Residencial,8177,2024-06-16,165.93,0.2,1635.4,20
1522,Norman-Liu,Este,Comercial,5845,2024-10-24,489.81,0.18,1052.1,4
1523,Page Inc,Sur,Comercial,1056,2024-01-01,1745.79,0.13,137.28,22
1524,Miles-Adams,Oeste,Comercial,685,2024-01-08,1241.85,0.11,75.35,73
1525,"Palmer, Smith and Jackson",Sur,Residencial,6104,2024-09-15,358.02,0.24,1464.96,52
1526,Henry-Warner,Este,Residencial,6224,2024-02-03,802.32,0.13,809.12,12
1527,Villanueva-Cole,Oeste,Comercial,2350,2024-01-12,914.79,0.17,399.50000000000006,30
1528,Parker and Sons,Oeste,Comercial,8526,2024-06-05,269.36,0.17,1449.42,91
1529,Torres-Carter,Centro,Comercial,3133,2024-08-17,1848.38,0.17,532.61,98
1530,"Bolton, Burns and Scott",Oeste,Comercial,9012,2024-08-28,1168.02,0.2,1802.4,81
1531,"Williams, Moore and Mendoza",Norte,Comercial,7141,2024-02-06,966.82,0.18,1285.3799999999999,61
1532,Stuart LLC,Centro,Residencial,5362,2024-08-22,1358.97,0.15,804.3,26
1533,Oconnor-Bryant,Centro,Comercial,7144,2024-04-19,769.89,0.17,1214.48,60
1534,Knight-Hicks,Este,Residencial,2805,2024-09-08,330.35,0.15,420.75,70
1535,Jones-Atkins,Oeste,Comercial,2884,2024-01-28,1990.12,0.16,461.44,93
1536,Parker and Sons,Centro,Comercial,1735,2024-08-18,749.22,0.1,173.5,14
1537,"Goodwin, Navarro and Grant",Sur,Comercial,7738,2024-06-23,1038.1,0.18,1392.84,72
1538,Gonzalez Ltd,Este,Comercial,1496,2024-05-18,98.74,0.21,314.15999999999997,11
1539,"Hood, Vincent and Anderson",Sur,Residencial,2343,2024-09-09,1759.25,0.18,421.74,67
1540,Green-Smith,Norte,Residencial,7763,2024-04-21,1831.56,0.21,1630.23,5
1541,"Hendricks, Alvarez and Matthews",Centro,Comercial,4849,2024-02-24,183.6,0.18,872.8199999999999,30
1542,"Ramsey, Gill and Francis",Este,Residencial,6629,2024-04-21,908.31,0.17,1126.93,69
1543,Smith-Edwards,Centro,Comercial,3395,2024-08-15,983.79,0.24,814.8,77
1544,May and Sons,Norte,Comercial,2297,2024-03-01,634.88,0.19,436.43,18
1545,Morgan Inc,Este,Comercial,3839,2024-10-09,1202.09,0.22,844.58,11
1546,Watkins Inc,Este,Comercial,7159,2024-09-07,332.98,0.2,1431.8000000000002,58
1547,Galvan Ltd,Este,Comercial,6228,2024-01-16,799.47,0.21,1307.8799999999999,11
1548,"Turner, Cole and Owen",Sur,Residencial,6823,2024-10-02,1169.99,0.18,1228.1399999999999,61
1549,Morton-Smith,Este,Residencial,5464,2024-02-01,64.09,0.12,655.68,7
1550,Jackson-Barrett,Norte,Residencial,9111,2024-06-18,590.9,0.16,1457.76,53
1551,"Kaiser, Reyes and Travis",Este,Comercial,6555,2024-03-12,1708.96,0.14,917.7,36
1552,"Mckinney, Blake and Parrish",Oeste,Comercial,4919,2024-06-02,1171.35,0.12,590.28,24
1553,Smith-Nelson,Este,Residencial,6981,2024-04-13,946.6,0.17,1186.77,14
1554,"Brown, Lam and Moody",Centro,Residencial,1326,2024-06-01,883.73,0.24,318.24,73
1555,Hughes-Smith,Oeste,Residencial,8555,2024-04-04,74.46,0.21,1796.55,58
1556,Michael LLC,Norte,Residencial,4976,2024-10-03,256.65,0.23,1144.48,78
1557,Macias-Henderson,Centro,Comercial,8122,2024-02-27,1240.77,0.21,1705.62,84
1558,"White, Phillips and Underwood",Sur,Comercial,9353,2024-08-31,596.49,0.11,1028.83,31
1559,Webb-Brown,Norte,Comercial,1380,2024-01-26,371.21,0.11,151.8,17
1560,Santos-Palmer,Sur,Comercial,230,2024-09-13,130.11,0.13,29.900000000000002,29
1561,"Berry, Brown and Rodriguez",Oeste,Comercial,8512,2024-09-19,1605.61,0.24,2042.8799999999999,6
1562,"White, Cameron and Cruz",Centro,Residencial,351,2024-03-28,99.33,0.17,59.67,19
1563,"Davis, Rodriguez and Gibbs",Sur,Residencial,9449,2024-05-19,706.91,0.23,2173.27,56
1564,Mejia and Sons,Este,Comercial,3368,2024-07-04,681.59,0.16,538.88,78
1565,Ford-Miller,Centro,Comercial,1297,2024-02-06,353.74,0.24,311.28,53
1566,Mccullough LLC,Centro,Comercial,7629,2024-09-27,1459.03,0.2,1525.8000000000002,42
1567,Garcia and Sons,Oeste,Residencial,7185,2024-10-19,574.35,0.14,1005.9000000000001,23
1568,Anderson-Webb,Centro,Residencial,3057,2024-02-15,1931.72,0.13,397.41,62
1569,"Valencia, Fisher and Anderson",Centro,Comercial,4846,2024-04-18,370.15,0.23,1114.5800000000002,84
1570,Terry and Sons,Este,Residencial,7788,2024-11-02,520.8,0.1,778.8000000000001,75
1571,"Campbell, Ramos and Shah",Oeste,Comercial,6313,2024-01-12,1225.03,0.2,1262.6000000000001,69
1572,"Fox, Patterson and Andrews",Sur,Comercial,8417,2024-07-11,788.23,0.19,1599.23,39
1573,Fox PLC,Este,Comercial,8969,2024-06-14,621.92,0.24,2152.56,45
1574,Walker Ltd,Norte,Comercial,2169,2024-07-07,1321.8,0.21,455.49,0
1575,Thompson LLC,Centro,Residencial,2718,2024-04-01,904.05,0.24,652.3199999999999,96
1576,Green Ltd,Sur,Residencial,1887,2024-07-14,1094.42,0.12,226.44,14
1577,"Nunez, Ramos and Flores",Sur,Residencial,8717,2024-10-09,705.73,0.15,1307.55,29
1578,Ross PLC,Sur,Comercial,394,2024-05-13,1630.38,0.17,66.98,17
1579,"Phillips, Hayes and Ferrell",Centro,Residencial,2472,2024-10-09,1690.57,0.11,271.92,6
1580,Mccormick and Sons,Sur,Comercial,6190,2024-07-06,564.59,0.22,1361.8,25
1581,Thomas-Jones,Centro,Residencial,4617,2024-01-17,208.23,0.18,831.06,81
1582,"Anderson, Weber and Marquez",Oeste,Comercial,2921,2024-01-11,526.25,0.23,671.83,59
1583,Hooper-Chandler,Oeste,Residencial,9359,2024-04-13,1488.44,0.23,2152.57,84
1584,Church-Wilson,Sur,Residencial,7084,2024-08-23,166.83,0.23,1629.3200000000002,26
1585,"Obrien, Levine and Jones",Norte,Residencial,2045,2024-05-31,295.0,0.14,286.3,15
1586,Lewis-Miller,Oeste,Comercial,5469,2024-01-12,1561.53,0.25,1367.25,88
1587,Johnson-Washington,Centro,Comercial,8887,2024-03-24,683.84,0.23,2044.01,59
1588,Williamson-Ruiz,Este,Comercial,4662,2024-01-02,443.02,0.2,932.4000000000001,92
1589,Trevino Group,Norte,Residencial,7730,2024-05-20,351.81,0.2,1546.0,29
1590,Chan Inc,Oeste,Comercial,9769,2024-02-13,1920.36,0.25,2442.25,19
1591,Ramos Ltd,Oeste,Comercial,6489,2024-01-09,692.39,0.19,1232.91,35
1592,Martin and Sons,Oeste,Residencial,3430,2024-07-03,1288.6,0.19,651.7,35
1593,Stone-Gomez,Este,Residencial,7804,2024-01-04,164.6,0.13,1014.52,70
1594,Johnson-Jackson,Norte,Comercial,9713,2024-05-23,91.97,0.11,1068.43,84
1595,Martin Group,Este,Residencial,1750,2024-01-28,1533.85,0.11,192.5,18
1596,Pruitt Group,Sur,Comercial,1634,2024-03-08,1901.44,0.12,196.07999999999998,88
1597,"Nelson, Young and Castillo",Oeste,Comercial,1490,2024-07-08,176.56,0.14,208.60000000000002,26
1598,"Robinson, Brown and Carpenter",Centro,Comercial,2641,2024-05-25,898.85,0.1,264.1,2
1599,"Brown, Hamilton and Robinson",Norte,Comercial,3960,2024-09-27,1074.52,0.19,752.4,14
1600,Coleman-Robinson,Este,Residencial,335,2024-09-15,1563.31,0.18,60.3,59
1601,Wu-Powers,Centro,Comercial,2251,2024-08-15,406.37,0.25,562.75,69
1602,"Dixon, Thompson and Mckenzie",Centro,Comercial,9757,2024-03-23,1065.47,0.17,1658.69,3
1603,Gross LLC,Oeste,Comercial,482,2024-08-13,1651.62,0.13,62.660000000000004,99
1604,Martinez Group,Norte,Comercial,7159,2024-08-16,1163.81,0.15,1073.85,97
1605,Hill-Cole,Norte,Comercial,3163,2024-01-13,1116.13,0.18,569.34,61
1606,Brown-Wallace,Centro,Comercial,3629,2024-04-03,496.03,0.1,362.90000000000003,39
1607,"Stewart, Rush and Gonzalez",Sur,Comercial,7864,2024-08-25,1570.02,0.25,1966.0,94
1608,Logan-Horton,Este,Comercial,7261,2024-09-11,561.78,0.12,871.3199999999999,37
1609,Elliott-Williams,Norte,Residencial,5754,2024-03-31,144.11,0.14,805.5600000000001,31
1610,Jackson LLC,Este,Residencial,2367,2024-09-18,1844.46,0.21,497.07,62
1611,Bennett Group,Centro,Residencial,8489,2024-10-16,93.82,0.23,1952.47,9
1612,Levine-White,Centro,Comercial,4246,2024-09-25,417.71,0.15,636.9,91
1613,Hanson-Brady,Este,Residencial,9520,2024-02-10,1174.01,0.15,1428.0,21
1614,Williams-Hayes,Este,Comercial,5466,2024-10-06,688.09,0.17,929.22,59
1615,Allen-Jacobson,Este,Residencial,1371,2024-06-12,1669.54,0.12,164.51999999999998,9
1616,"Wilson, Franklin and Salazar",Este,Comercial,8315,2024-06-21,77.32,0.18,1496.7,67
1617,"Wilson, Kelly and Craig",Centro,Comercial,6056,2024-09-24,589.47,0.21,1271.76,58
1618,"Coleman, Burnett and Briggs",Norte,Comercial,9117,2024-03-08,1759.14,0.18,1641.06,38
1619,"Cline, Patterson and Woodard",Este,Comercial,8468,2024-09-16,1192.89,0.12,1016.16,14
1620,"Tran, Acosta and Garcia",Norte,Residencial,7409,2024-02-16,583.52,0.11,814.99,37
1621,Perez PLC,Oeste,Comercial,6412,2024-02-25,1901.3,0.23,1474.76,57
1622,"Meadows, Ramos and Salinas",Norte,Comercial,4351,2024-01-01,1015.0,0.24,1044.24,39
1623,Mendoza Inc,Sur,Comercial,2644,2024-01-10,1644.6,0.24,634.56,1
1624,"Adams, Thompson and Phillips",Oeste,Comercial,3750,2024-10-02,296.63,0.2,750.0,58
1625,Alvarez Group,Norte,Comercial,957,2024-05-21,1189.58,0.11,105.27,39
1626,"Clay, Hale and Gibson",Sur,Residencial,1494,2024-10-22,1892.44,0.15,224.1,62
1627,Turner-Goodwin,Este,Comercial,8612,2024-07-14,372.93,0.16,1377.92,1
1628,"Johnson, Park and Coffey",Este,Comercial,9775,2024-08-17,998.96,0.22,2150.5,96
1629,Stevens-Price,Sur,Residencial,2948,2024-01-22,1858.13,0.18,530.64,2
1630,Clarke-Todd,Este,Residencial,8467,2024-10-16,1832.5,0.2,1693.4,44
1631,Anderson-Kramer,Centro,Comercial,3860,2024-05-04,1132.64,0.2,772.0,53
1632,Smith-Bruce,Centro,Residencial,8203,2024-04-22,789.31,0.22,1804.66,74
1633,Miller-Duffy,Oeste,Residencial,8735,2024-10-08,602.87,0.14,1222.9,34
1634,Freeman-Pearson,Centro,Comercial,2634,2024-09-10,1659.16,0.13,342.42,76
1635,"Guerrero, Peterson and Banks",Sur,Residencial,8194,2024-04-29,1160.49,0.25,2048.5,90
1636,Sanchez-Thomas,Norte,Comercial,5694,2024-05-07,124.22,0.21,1195.74,78
1637,Taylor and Sons,Sur,Comercial,1951,2024-09-17,988.38,0.23,448.73,12
1638,Williams-Butler,Centro,Residencial,5025,2024-10-01,942.07,0.11,552.75,81
1639,Patterson and Sons,Centro,Comercial,7306,2024-03-27,794.95,0.15,1095.8999999999999,25
1640,"King, Peterson and Rivera",Sur,Comercial,7484,2024-01-25,1366.65,0.23,1721.3200000000002,4
1641,Wiley-Miller,Oeste,Residencial,2841,2024-10-10,1974.22,0.22,625.02,85
1642,Mccarthy LLC,Sur,Residencial,8790,2024-04-01,546.11,0.21,1845.8999999999999,46
1643,"Ponce, Mckenzie and Holt",Centro,Residencial,8681,2024-01-02,1265.85,0.24,2083.44,24
1644,Davidson Inc,Norte,Residencial,1065,2024-08-12,605.92,0.25,266.25,93
1645,Avila LLC,Oeste,Comercial,9046,2024-09-28,1676.0,0.17,1537.8200000000002,25
1646,Thomas-Santiago,Este,Residencial,6643,2024-06-30,1430.36,0.1,664.3000000000001,40
1647,Porter PLC,Centro,Residencial,5549,2024-09-23,625.1,0.16,887.84,86
1648,"Chen, Soto and Murray",Norte,Comercial,5906,2024-04-29,1263.15,0.15,885.9,16
1649,Lester PLC,Oeste,Residencial,1862,2024-04-12,1418.53,0.1,186.20000000000002,54
1650,"Lyons, Jacobson and Hughes",Sur,Comercial,5622,2024-03-26,1880.24,0.14,787.08,38
1651,Marsh LLC,Sur,Comercial,291,2024-06-02,996.14,0.17,49.470000000000006,93
1652,Ortiz LLC,Norte,Comercial,2667,2024-07-26,1488.5,0.13,346.71000000000004,72
1653,Chan PLC,Centro,Residencial,2879,2024-07-01,578.26,0.21,604.59,12
1654,Davis LLC,Este,Comercial,4387,2024-02-21,70.12,0.25,1096.75,17
1655,"Greene, Baker and Lewis",Sur,Comercial,4852,2024-04-07,1917.99,0.13,630.76,99
1656,"Burton, Johnson and Caldwell",Sur,Comercial,3651,2024-04-24,1811.06,0.22,803.22,17
1657,"Melendez, Wilson and Jennings",Sur,Comercial,4497,2024-01-23,842.69,0.16,719.52,33
1658,Lowe and Sons,Centro,Residencial,9284,2024-04-03,1666.88,0.18,1671.12,99
1659,Downs PLC,Este,Comercial,7753,2024-10-06,789.23,0.23,1783.19,60
1660,Hughes and Sons,Centro,Comercial,1206,2024-05-11,1883.67,0.11,132.66,86
1661,Bean-Hoover,Este,Residencial,801,2024-05-17,730.86,0.15,120.14999999999999,83
1662,"Johnson, Phillips and Ayala",Centro,Residencial,9763,2024-06-14,1394.15,0.14,1366.8200000000002,92
1663,"Brown, Adams and Baldwin",Oeste,Residencial,1595,2024-08-23,1598.97,0.24,382.8,29
1664,Gonzales-Turner,Centro,Comercial,9232,2024-10-22,156.96,0.16,1477.1200000000001,49
1665,Moore Group,Sur,Residencial,521,2024-08-31,436.76,0.18,93.78,96
1666,Rhodes LLC,Centro,Residencial,5657,2024-03-04,1258.29,0.24,1357.6799999999998,58
1667,"Peterson, Nelson and Jackson",Centro,Residencial,8383,2024-03-19,785.84,0.12,1005.9599999999999,33
1668,Goodman-Webster,Centro,Residencial,9495,2024-03-11,77.28,0.23,2183.85,46
1669,Roth Group,Este,Comercial,761,2024-02-05,994.87,0.17,129.37,44
1670,Lee Inc,Centro,Residencial,2450,2024-06-09,874.0,0.17,416.50000000000006,1
1671,Kennedy-Mayo,Este,Residencial,7618,2024-01-11,1887.71,0.11,837.98,44
1672,"Chen, Blankenship and Cortez",Norte,Comercial,8665,2024-09-02,1866.79,0.18,1559.7,12
1673,Harvey PLC,Oeste,Comercial,4865,2024-07-21,308.01,0.12,583.8,31
1674,Gibson PLC,Norte,Residencial,9333,2024-07-09,860.24,0.25,2333.25,91
1675,Vaughn LLC,Oeste,Residencial,8647,2024-05-12,1399.94,0.25,2161.75,16
1676,Jenkins-Evans,Este,Comercial,8527,2024-07-03,331.27,0.13,1108.51,76
1677,Cook-Johnson,Este,Comercial,6346,2024-07-16,1992.61,0.24,1523.04,86
1678,Stephens LLC,Centro,Comercial,4969,2024-10-01,1101.41,0.12,596.28,24
1679,"Werner, Stanley and Perez",Oeste,Comercial,1947,2024-10-23,1435.52,0.24,467.28,19
1680,Andrade-Williams,Oeste,Comercial,4418,2024-09-06,502.88,0.23,1016.1400000000001,78
1681,Brown-Banks,Este,Comercial,7536,2024-07-24,1353.97,0.15,1130.3999999999999,74
1682,"Smith, Torres and Cook",Norte,Comercial,1913,2024-10-30,1738.56,0.2,382.6,93
1683,Wolfe Group,Sur,Comercial,2163,2024-06-08,1895.38,0.18,389.34,88
1684,Murillo-Aguilar,Este,Residencial,2477,2024-04-11,341.85,0.24,594.48,69
1685,Dickerson Ltd,Norte,Comercial,5653,2024-06-13,1901.66,0.1,565.3000000000001,96
1686,"Carson, Mcintyre and Warren",Este,Residencial,2800,2024-05-25,611.8,0.16,448.0,43
1687,Wong Inc,Oeste,Residencial,2517,2024-09-11,50.57,0.13,327.21000000000004,99
1688,Solis-Schultz,Oeste,Residencial,4459,2024-03-16,507.36,0.13,579.6700000000001,43
1689,"Johnson, Graves and Robinson",Sur,Residencial,5476,2024-08-14,988.33,0.17,930.9200000000001,49
1690,"Simmons, Butler and Caldwell",Este,Residencial,1204,2024-06-21,1097.94,0.14,168.56,93
1691,Johnson PLC,Norte,Comercial,5196,2024-04-21,1598.17,0.14,727.44,40
1692,Bullock Ltd,Centro,Residencial,1621,2024-01-15,75.85,0.24,389.03999999999996,63
1693,"Joyce, Herrera and Gibson",Oeste,Residencial,8484,2024-05-11,865.83,0.2,1696.8000000000002,45
1694,Alvarez-Ross,Centro,Comercial,5699,2024-04-25,519.37,0.23,1310.77,8
1695,"Houston, Rodriguez and Gill",Norte,Residencial,9632,2024-03-22,244.12,0.16,1541.1200000000001,13
1696,Moore-Hartman,Centro,Comercial,9706,2024-02-09,653.65,0.18,1747.08,88
1697,Gutierrez-Reilly,Oeste,Residencial,6996,2024-02-02,1124.36,0.15,1049.3999999999999,58
1698,Morse Ltd,Este,Comercial,3678,2024-05-02,1624.1,0.19,698.82,9
1699,"Shelton, Price and Bell",Norte,Comercial,2305,2024-09-28,1047.04,0.12,276.59999999999997,5
1700,Herrera Inc,Oeste,Residencial,4017,2024-03-14,311.73,0.25,1004.25,73
1701,Thompson Inc,Sur,Residencial,6899,2024-02-03,409.58,0.17,1172.8300000000002,96
1702,"Sims, Hopkins and Wilson",Oeste,Comercial,1646,2024-01-16,286.22,0.21,345.65999999999997,81
1703,"Hammond, Ward and Anderson",Norte,Comercial,5761,2024-08-22,1195.83,0.16,921.76,30
1704,Woodward and Sons,Este,Comercial,1990,2024-08-29,1172.19,0.12,238.79999999999998,77
1705,Mason Group,Sur,Comercial,9208,2024-05-06,318.07,0.11,1012.88,37
1706,Williams-Andersen,Norte,Residencial,459,2024-04-24,379.32,0.13,59.67,82
1707,"Jordan, Morales and Daugherty",Centro,Residencial,359,2024-09-12,1167.9,0.21,75.39,49
1708,"Rodriguez, Smith and Moss",Este,Comercial,7246,2024-09-03,1394.07,0.11,797.0600000000001,27
1709,Allen and Sons,Este,Residencial,2063,2024-04-29,716.16,0.17,350.71000000000004,12
1710,"Holloway, Lindsey and Wagner",Norte,Residencial,5979,2024-05-22,1641.12,0.17,1016.4300000000001,0
1711,"Clayton, Fox and Jackson",Sur,Comercial,4456,2024-09-23,1579.75,0.1,445.6,59
1712,Moore-Reed,Norte,Comercial,2215,2024-03-01,88.09,0.23,509.45000000000005,49
1713,Bird and Sons,Sur,Residencial,409,2024-01-27,805.48,0.16,65.44,85
1714,Hernandez Group,Norte,Comercial,2160,2024-07-18,880.84,0.18,388.8,73
1715,Carter Group,Este,Residencial,2255,2024-01-18,1787.87,0.22,496.1,13
1716,"Miller, Newman and Walters",Este,Residencial,1694,2024-09-28,877.69,0.24,406.56,52
1717,"Brown, Yang and Walker",Sur,Comercial,1874,2024-03-12,1227.05,0.21,393.53999999999996,5
1718,Harris-Brown,Sur,Comercial,6394,2024-01-14,276.68,0.11,703.34,52
1719,"Stewart, Harris and Dunn",Norte,Residencial,9281,2024-05-30,110.02,0.16,1484.96,64
1720,Thomas LLC,Sur,Residencial,1860,2024-06-03,1340.21,0.11,204.6,89
1721,Campbell Group,Centro,Comercial,728,2024-07-20,318.47,0.11,80.08,32
1722,Torres-Chang,Norte,Residencial,351,2024-07-04,159.13,0.17,59.67,58
1723,Phillips and Sons,Sur,Residencial,8449,2024-04-27,154.8,0.15,1267.35,57
1724,Murphy-Thomas,Sur,Residencial,3855,2024-08-23,722.86,0.24,925.1999999999999,84
1725,Brown-Walker,Centro,Comercial,2905,2024-10-22,938.48,0.1,290.5,0
1726,Allen-Burton,Este,Residencial,9703,2024-03-21,1450.06,0.13,1261.39,11
1727,Thompson Group,Norte,Residencial,413,2024-05-05,1553.66,0.14,57.82000000000001,24
1728,"Perez, Owens and Butler",Centro,Comercial,5539,2024-06-13,903.2,0.15,830.85,98
1729,"Brooks, Nelson and Wilson",Centro,Residencial,2426,2024-10-01,1425.87,0.14,339.64000000000004,48
1730,"Banks, Williams and Hayes",Este,Residencial,2861,2024-05-21,644.5,0.24,686.64,64
1731,Bender-Montgomery,Oeste,Comercial,3104,2024-04-25,73.32,0.16,496.64,56
1732,Dickerson-Rojas,Norte,Residencial,8093,2024-10-18,1145.41,0.23,1861.39,99
1733,"Phillips, Miller and Bonilla",Sur,Comercial,6854,2024-04-06,555.16,0.19,1302.26,67
1734,Simpson LLC,Norte,Comercial,8099,2024-02-11,794.55,0.12,971.88,11
1735,"Crawford, Green and Smith",Centro,Comercial,1594,2024-09-12,530.12,0.11,175.34,37
1736,Brooks-Gutierrez,Este,Comercial,4621,2024-01-17,1743.88,0.12,554.52,2
1737,"Stewart, Bradford and Myers",Oeste,Comercial,7734,2024-07-14,825.48,0.12,928.0799999999999,34
1738,Alvarado-Howe,Este,Comercial,163,2024-03-12,157.04,0.24,39.12,33
1739,"Dean, Richardson and Charles",Oeste,Comercial,2779,2024-01-07,1146.39,0.12,333.47999999999996,85
1740,Gilbert-Moss,Este,Residencial,3913,2024-06-28,817.29,0.14,547.82,1
1741,Martinez Group,Norte,Residencial,2415,2024-07-12,1469.22,0.15,362.25,74
1742,Wilson and Sons,Norte,Residencial,2451,2024-07-02,890.19,0.14,343.14000000000004,8
1743,Cameron LLC,Sur,Comercial,6130,2024-08-22,181.99,0.14,858.2,17
1744,"Barnett, Brown and Sanders",Sur,Residencial,9112,2024-07-14,386.51,0.24,2186.88,70
1745,Huerta-Pineda,Este,Residencial,6852,2024-01-22,306.03,0.23,1575.96,89
1746,Mueller-Carter,Norte,Comercial,9446,2024-09-25,1385.34,0.16,1511.3600000000001,99
1747,Hill-Huber,Este,Comercial,6711,2024-01-05,238.69,0.19,1275.09,36
1748,Brewer LLC,Norte,Comercial,3728,2024-01-08,1522.16,0.13,484.64000000000004,14
1749,"Strickland, Roth and Myers",Centro,Residencial,5876,2024-09-05,1640.7,0.24,1410.24,70
1750,Wong-Rollins,Sur,Comercial,8259,2024-10-12,1313.79,0.13,1073.67,57
1751,Powers Group,Este,Residencial,2315,2024-03-21,1547.14,0.21,486.15,81
1752,"Madden, Walters and Brewer",Norte,Residencial,8507,2024-06-20,960.12,0.16,1361.1200000000001,47
1753,"Stone, Carney and Wheeler",Oeste,Comercial,2650,2024-10-14,1180.31,0.25,662.5,77
1754,Macdonald-Scott,Este,Comercial,5733,2024-07-18,586.86,0.18,1031.94,11
1755,"Santos, Carter and Figueroa",Este,Comercial,3119,2024-06-15,616.5,0.1,311.90000000000003,30
1756,Mcintosh Inc,Centro,Residencial,2749,2024-10-25,1154.18,0.15,412.34999999999997,44
1757,Aguilar and Sons,Centro,Residencial,7425,2024-04-28,1715.4,0.15,1113.75,33
1758,Walton LLC,Norte,Comercial,5054,2024-10-26,1030.51,0.19,960.26,37
1759,Mcpherson-Fox,Norte,Residencial,1098,2024-01-13,257.39,0.22,241.56,84
1760,"Aguirre, Stewart and Johnson",Norte,Residencial,5234,2024-02-22,738.27,0.11,575.74,53
1761,"Miller, Berry and Hubbard",Oeste,Comercial,7671,2024-02-17,473.92,0.17,1304.0700000000002,79
1762,"Gonzalez, Peters and Sandoval",Sur,Comercial,698,2024-06-13,1045.76,0.24,167.51999999999998,85
1763,Edwards Inc,Este,Comercial,4031,2024-09-27,129.95,0.2,806.2,20
1764,"Smith, Campbell and Hart",Sur,Comercial,3972,2024-04-10,336.17,0.23,913.5600000000001,24
1765,Gallegos PLC,Este,Comercial,9391,2024-05-23,153.92,0.23,2159.9300000000003,98
1766,Medina-Harrington,Centro,Residencial,9268,2024-07-05,1672.01,0.24,2224.3199999999997,53
1767,Edwards Group,Este,Residencial,1144,2024-05-26,686.07,0.17,194.48000000000002,93
1768,Delacruz LLC,Sur,Comercial,3707,2024-03-10,839.51,0.2,741.4000000000001,64
1769,"Padilla, Munoz and West",Sur,Comercial,9058,2024-08-11,1046.98,0.24,2173.92,64
1770,Harding Inc,Oeste,Residencial,251,2024-06-10,1222.04,0.17,42.67,50
1771,Fowler Group,Norte,Residencial,4168,2024-08-10,754.96,0.21,875.28,27
1772,"Caldwell, Benitez and Ford",Centro,Comercial,8483,2024-01-04,1732.03,0.23,1951.0900000000001,73
1773,Howard-Schneider,Sur,Residencial,6096,2024-10-24,233.11,0.12,731.52,88
1774,Wong Ltd,Centro,Comercial,594,2024-06-04,1766.4,0.11,65.34,0
1775,"Palmer, Vasquez and Sims",Este,Comercial,5402,2024-05-02,1953.08,0.17,918.34,98
1776,"Huff, Hamilton and Boone",Oeste,Residencial,2612,2024-10-11,226.37,0.15,391.8,51
1777,"Ponce, Morrow and Duran",Sur,Residencial,5721,2024-06-09,1049.65,0.19,1086.99,71
1778,Brooks-Paul,Sur,Comercial,4133,2024-10-21,1130.78,0.23,950.59,81
1779,"Morris, Shields and Delgado",Sur,Residencial,9058,2024-01-31,717.3,0.22,1992.76,67
1780,"Mccoy, Zimmerman and Velasquez",Este,Residencial,7358,2024-09-08,541.83,0.18,1324.44,87
1781,Nguyen and Sons,Norte,Residencial,8892,2024-01-05,1121.12,0.25,2223.0,84
1782,"Richards, Johnson and Johnson",Este,Residencial,6846,2024-04-27,1460.84,0.23,1574.5800000000002,0
1783,"Arnold, Craig and Clarke",Este,Comercial,1721,2024-07-14,1155.83,0.17,292.57,18
1784,"Phillips, Andrade and Watson",Sur,Comercial,4614,2024-07-11,862.32,0.24,1107.36,73
1785,Johnson and Sons,Norte,Comercial,3718,2024-06-01,61.22,0.11,408.98,35
1786,Johnson Ltd,Centro,Comercial,5852,2024-01-21,1700.17,0.2,1170.4,40
1787,Bowman and Sons,Sur,Comercial,2703,2024-09-10,996.25,0.23,621.69,95
1788,Griffith Ltd,Sur,Residencial,405,2024-08-09,920.49,0.14,56.7,31
1789,"Brady, Molina and Martin",Norte,Residencial,7143,2024-09-13,809.21,0.11,785.73,85
1790,Ortiz-Davis,Este,Comercial,1645,2024-03-28,889.27,0.13,213.85,90
1791,"Rosales, Wood and Black",Sur,Comercial,7731,2024-09-30,338.58,0.23,1778.13,58
1792,"Peterson, Evans and Griffith",Centro,Comercial,2860,2024-05-08,1334.29,0.13,371.8,2
1793,Russell PLC,Norte,Residencial,3729,2024-08-21,1413.2,0.22,820.38,88
1794,Sanford-Brown,Centro,Residencial,6356,2024-08-29,1328.63,0.15,953.4,96
1795,Dean LLC,Oeste,Residencial,2207,2024-10-09,1528.47,0.22,485.54,66
1796,"Stout, Harper and Estes",Centro,Residencial,4145,2024-07-12,1852.08,0.13,538.85,74
1797,"Gould, Brown and Ortiz",Sur,Residencial,9131,2024-07-31,224.62,0.12,1095.72,87
1798,Pacheco-Nolan,Centro,Residencial,3966,2024-02-29,637.21,0.24,951.8399999999999,10
1799,"Ford, Turner and Washington",Este,Residencial,780,2024-03-19,1750.58,0.11,85.8,63
1800,Stephens-Salinas,Norte,Comercial,4179,2024-01-12,240.74,0.12,501.47999999999996,80
1801,Cohen Inc,Centro,Residencial,2875,2024-03-08,1968.56,0.13,373.75,50
